TARGET_FID_12,GEOID_D,FIPS,POC_Population__Prop_,Median_Household_Income,Ttl_Und,Unemployed_Population__Prop_,GEOID_D_1,Ar_SqKm,TotalPp,TtlMale,TtlFeml,PropMal,PropFml,Ag17ndr,Ag18_54,Ag55_64,Age65Up,PrpA17U,PrpA65U,TtlPOC,PropPOC,TtlHH,TtlHHNC,PrpHHNC,Md_HHnc,Ttl_Und_1,Ttl_DNW,Prp_UnE,Prp_DNW,Ttl_OcU,Ttl_RnU,Prp_Rnt,Avg_HH_,FREQSEP20D,FREQAUG19D,FREQPAND_1,PCT_Change_SEP,PCT_Change_AUG
171,14000US08005006709,8005006709,0.067327866,123482,1095,0.265970367,14000US08005006709,4.184327126,5243,2623,2620,0.500286096,0.499713904,1290,1924,991,1038,0.246042342,0.197978257,353,0.067327866,2154,0,0,123482,1095,1062,0.265970367,0.257954821,2154,303,0.140668524,2.43,8,11,9,-11.11,22.22
172,14000US08059009849,8059009849,0.090364629,64855,1605,0.336407462,14000US08059009849,10.55486965,5677,3033,2644,0.534261053,0.465738947,1070,3331,635,641,0.188479831,0.112911749,513,0.090364629,2309,120,0.05197055,64855,1605,1279,0.336407462,0.268077971,2309,715,0.309657861,2.34,0,0,0,0.00,0.00
173,14000US08005015100,8005015100,0.090409075,136176,715,0.299539171,14000US08005015100,1.518182993,2909,1381,1528,0.474733585,0.525266415,634,1288,427,560,0.217944311,0.192506016,263,0.090409075,1072,8,0.007462687,136176,715,578,0.299539171,0.242144952,1072,73,0.068097015,2.6,7,8,7,0.00,14.29
174,14000US08031015300,8031015300,0.146121014,46786,998,0.270460705,14000US08031015300,1.119007111,3983,2206,1777,0.553853879,0.446146121,319,2798,380,486,0.080090384,0.122018579,582,0.146121014,2334,280,0.119965724,46786,998,642,0.270460705,0.17398374,2334,1758,0.753213368,1.71,4,5,4,0.00,25.00
175,14000US08005006808,8005006808,0.099610368,167721,1238,0.283100846,14000US08005006808,3.866494417,5903,2847,3056,0.482297137,0.517702863,1814,2478,798,813,0.307301372,0.13772658,588,0.099610368,1888,11,0.005826271,167721,1238,1143,0.283100846,0.261376629,1888,108,0.05720339,3.11,0,0,0,0.00,0.00
176,14000US08005006815,8005006815,0.286682194,66250,1036,0.28761799,14000US08005006815,3.207827806,4723,2152,2571,0.4556426,0.5443574,1306,2489,383,545,0.276519162,0.115392759,1354,0.286682194,1818,53,0.029152915,66250,1036,800,0.28761799,0.222098834,1818,1016,0.558855886,2.59,3,2,3,0.00,-33.33
177,14000US08005006854,8005006854,0.308283233,82059,507,0.208813839,14000US08005006854,11.56981468,2994,1504,1490,0.502338009,0.497661991,664,1675,298,357,0.221776887,0.119238477,923,0.308283233,1238,118,0.095315024,82059,507,708,0.208813839,0.291598023,1238,737,0.595315024,2.42,9,12,10,-10.00,20.00
178,14000US08005080200,8005080200,0.388324488,82967,1247,0.230116258,14000US08005080200,2.594875336,6595,3097,3498,0.46959818,0.53040182,1294,3331,980,990,0.196209249,0.150113723,2561,0.388324488,2154,116,0.053853296,82967,1247,1478,0.230116258,0.272744049,2154,959,0.445218199,3.05,13,14,12,8.33,16.67
179,14000US08005081800,8005081800,0.463159759,51932,1052,0.249348187,14000US08005081800,2.117457628,5646,2611,3035,0.462451293,0.537548707,1666,3293,305,382,0.29507616,0.067658519,2615,0.463159759,1577,91,0.057704502,51932,1052,1141,0.249348187,0.270443233,1577,839,0.532022828,3.54,31,36,31,0.00,16.13
180,14000US08005081900,8005081900,0.457280045,42815,1137,0.217482785,14000US08005081900,2.621631622,7081,3807,3274,0.537635927,0.462364073,2004,3388,863,826,0.283010874,0.116650191,3238,0.457280045,2361,356,0.150783566,42815,1137,1975,0.217482785,0.377773527,2361,1213,0.513765354,2.99,11,13,11,0.00,18.18
181,14000US08005080000,8005080000,0.45190409,51400,783,0.27934356,14000US08005080000,1.330443263,3545,1617,1928,0.456135402,0.543864598,921,1921,315,388,0.259802539,0.109449929,1602,0.45190409,1244,42,0.033762058,51400,783,961,0.27934356,0.34284695,1244,621,0.499196141,2.85,8,9,8,0.00,12.50
182,14000US08005080100,8005080100,0.435536803,39515,813,0.237719298,14000US08005080100,1.4353652,4266,2127,2139,0.49859353,0.50140647,994,2041,593,638,0.233005157,0.149554618,1858,0.435536803,1802,377,0.209211987,39515,813,1002,0.237719298,0.292982456,1802,1129,0.626526082,2.33,11,11,10,10.00,10.00
183,14000US08031002901,8031002901,0.08172232,81779,766,0.251559934,14000US08031002901,0.994667232,3414,1895,1519,0.55506737,0.44493263,371,2438,302,303,0.108670182,0.088752197,279,0.08172232,1706,67,0.039273154,81779,766,411,0.251559934,0.134975369,1706,879,0.515240328,2,8,9,8,0.00,12.50
184,14000US08035014139,8035014139,0.141751934,120714,821,0.257366771,14000US08035014139,3.747467279,4007,1895,2112,0.472922386,0.527077614,920,1958,330,799,0.229598203,0.199401048,568,0.141751934,1516,40,0.026385224,120714,821,844,0.257366771,0.264576803,1516,127,0.083773087,2.64,1,2,1,0.00,100.00
185,14000US08005080900,8005080900,0.408673062,65270,1161,0.321073009,14000US08005080900,1.676099539,5004,2517,2487,0.502997602,0.497002398,1535,2459,410,600,0.306754596,0.119904077,2045,0.408673062,1339,29,0.021657954,65270,1161,992,0.321073009,0.274336283,1339,343,0.256161314,3.73,6,6,5,20.00,20.00
186,14000US08005080700,8005080700,0.440283051,66882,1106,0.248874887,14000US08005080700,2.521833181,5794,3002,2792,0.518122195,0.481877805,1460,2924,630,780,0.251984812,0.134622023,2551,0.440283051,1920,169,0.088020833,66882,1106,1346,0.248874887,0.302880288,1920,857,0.446354167,2.91,16,17,16,0.00,6.25
187,14000US08005080300,8005080300,0.416531018,68924,1245,0.260188088,14000US08005080300,2.524538279,5529,2761,2768,0.499366974,0.500633026,929,3157,655,788,0.168023151,0.142521252,2303,0.416531018,2263,126,0.055678303,68924,1245,1043,0.260188088,0.217972832,2263,549,0.242598321,2.44,18,19,17,5.88,11.76
188,14000US08005080400,8005080400,0.332754964,69175,1083,0.250520472,14000US08005080400,2.414601326,5187,2580,2607,0.49739734,0.50260266,977,2610,746,854,0.188355504,0.164642375,1726,0.332754964,2047,54,0.026380068,69175,1083,1048,0.250520472,0.242424242,2047,471,0.230092819,2.53,27,34,28,-3.57,21.43
189,14000US08005081600,8005081600,0.283604986,73611,698,0.16917111,14000US08005081600,3.117594719,5215,2523,2692,0.48379674,0.51620326,1181,2482,628,924,0.226462128,0.177181208,1479,0.283604986,1840,216,0.117391304,73611,698,1445,0.16917111,0.350218129,1840,532,0.289130435,2.72,16,17,16,0.00,6.25
190,14000US08005082500,8005082500,0.238646483,68618,492,0.27765237,14000US08005082500,1.257133007,2246,1096,1150,0.487978629,0.512021371,497,1178,296,275,0.22128228,0.122439893,536,0.238646483,743,21,0.028263795,68618,492,424,0.27765237,0.239277652,743,104,0.139973082,3.02,6,7,6,0.00,16.67
191,14000US08031002902,8031002902,0.07373494,120446,632,0.178178743,14000US08031002902,1.262460351,4150,2083,2067,0.501927711,0.498072289,610,2618,411,511,0.146987952,0.12313253,306,0.07373494,1916,25,0.013048017,120446,632,734,0.178178743,0.206935438,1916,602,0.314196242,2.17,8,7,6,33.33,16.67
192,14000US08031003001,8031003001,0.083244963,102313,1236,0.258577406,14000US08031003001,2.119185686,5658,2523,3135,0.445917285,0.554082715,988,3216,912,542,0.174620007,0.095793567,471,0.083244963,2692,157,0.058320951,102313,1236,686,0.258577406,0.143514644,2692,855,0.317607727,2.1,34,36,32,6.25,12.50
193,14000US08031003002,8031003002,0.151228733,91033,552,0.234693878,14000US08031003002,1.439996958,2645,1270,1375,0.480151229,0.519848771,325,1692,294,334,0.122873346,0.126275992,400,0.151228733,1295,110,0.084942085,91033,552,410,0.234693878,0.174319728,1295,586,0.452509653,2.01,9,10,9,0.00,11.11
194,14000US08031003004,8031003004,0.131495564,65052,1709,0.310219641,14000US08031003004,2.157953501,6312,3236,3076,0.512674271,0.487325729,831,4579,512,390,0.131653992,0.061787072,830,0.131495564,2403,137,0.057012068,65052,1709,1412,0.310219641,0.25630786,2403,1270,0.528506034,2.18,9,10,8,12.50,25.00
195,14000US08031003101,8031003101,0.272519954,64250,407,0.275,14000US08031003101,0.51643461,1754,925,829,0.527366021,0.472633979,287,1145,171,151,0.163625998,0.08608894,478,0.272519954,780,100,0.128205128,64250,407,224,0.275,0.151351351,780,424,0.543589744,2.24,3,7,4,-25.00,75.00
196,14000US08031003102,8031003102,0.213793103,43219,931,0.284448518,14000US08031003102,0.868096054,3480,1749,1731,0.502586207,0.497413793,216,2465,366,433,0.062068966,0.124425287,744,0.213793103,1989,553,0.27802916,43219,931,860,0.284448518,0.262755881,1989,1577,0.792860734,1.58,16,18,15,6.67,20.00
197,14000US08123002004,8123002004,0.043863636,53932,753,0.224575007,14000US08123002004,10.19557571,4400,2311,2089,0.525227273,0.474772727,1157,2431,455,357,0.262954545,0.081136364,193,0.043863636,1601,20,0.012492192,53932,753,902,0.224575007,0.269012824,1601,584,0.364772017,2.75,0,0,0,0.00,0.00
198,14000US08123002005,8123002005,0.066231343,114188,125,0.162127108,14000US08123002005,18.40746117,1072,565,507,0.527052239,0.472947761,309,608,98,57,0.288246269,0.053171642,71,0.066231343,343,0,0,114188,125,160,0.162127108,0.207522698,343,41,0.119533528,3.13,0,0,0,0.00,0.00
199,14000US08123002019,8123002019,0.117379436,96419,889,0.222138931,14000US08123002019,14.53565025,5495,2749,2746,0.500272975,0.499727025,1543,2845,572,535,0.280800728,0.097361237,645,0.117379436,1905,9,0.004724409,96419,889,938,0.222138931,0.234382809,1905,166,0.087139108,2.88,0,0,0,0.00,0.00
200,14000US08123002018,8123002018,0.105908584,120789,352,0.267680608,14000US08123002018,2.634438038,1794,906,888,0.505016722,0.494983278,512,966,190,126,0.285395764,0.070234114,190,0.105908584,532,4,0.007518797,120789,352,223,0.267680608,0.169581749,532,48,0.090225564,3.37,0,0,0,0.00,0.00
201,14000US08123002006,8123002006,0.072033898,132734,43,0.209756098,14000US08123002006,39.90485764,236,150,86,0.63559322,0.36440678,39,94,38,65,0.165254237,0.275423729,17,0.072033898,95,0,0,132734,43,81,0.209756098,0.395121951,95,10,0.105263158,2.48,0,0,0,0.00,0.00
202,14000US08005081000,8005081000,0.576476702,36737,1241,0.290224509,14000US08005081000,2.389811039,5773,2572,3201,0.445522259,0.554477741,1582,2984,732,475,0.274034298,0.082279577,3328,0.576476702,2318,250,0.107851596,36737,1241,1121,0.290224509,0.262160898,2318,1590,0.685936152,2.47,29,33,29,0.00,13.79
203,14000US08005082400,8005082400,0.473723168,62461,924,0.274918179,14000US08005082400,2.066578865,4053,2103,1950,0.518874907,0.481125093,835,2203,505,510,0.206020232,0.125832717,1920,0.473723168,1434,53,0.036959554,62461,924,862,0.274918179,0.256471288,1434,544,0.379358438,2.83,13,17,14,-7.14,21.43
204,14000US08005084500,8005084500,0.348868176,62292,579,0.247013652,14000US08005084500,0.726248682,3004,1412,1592,0.470039947,0.529960053,685,1653,350,316,0.228029294,0.105193076,1048,0.348868176,1162,35,0.030120482,62292,579,540,0.247013652,0.230375427,1162,790,0.679862306,2.57,3,4,4,-25.00,0.00
205,14000US08059009852,8059009852,0.053717915,88294,815,0.249311716,14000US08059009852,9.567111969,3779,2020,1759,0.534532945,0.465467055,625,1756,600,798,0.165387669,0.211166975,203,0.053717915,1431,14,0.009783368,88294,815,1089,0.249311716,0.333129397,1431,71,0.049615653,2.63,4,5,4,0.00,25.00
206,14000US08059009850,8059009850,0.072954454,129231,655,0.306504445,14000US08059009850,54.85906982,2481,1138,1343,0.458686014,0.541313986,407,951,613,510,0.164046755,0.205562273,181,0.072954454,1028,0,0,129231,655,507,0.306504445,0.237248479,1028,82,0.079766537,2.4,0,0,0,0.00,0.00
207,14000US08059011402,8059011402,0.226622662,41990,1080,0.280519481,14000US08059011402,1.691066146,4545,2446,2099,0.538173817,0.461826183,801,2715,488,541,0.176237624,0.119031903,1030,0.226622662,1990,221,0.111055276,41990,1080,1093,0.280519481,0.283896104,1990,1397,0.70201005,2.12,10,13,11,-9.09,18.18
208,14000US08059012059,8059012059,0.048996458,93884,568,0.219389726,14000US08059012059,1.945093513,3388,1723,1665,0.508559622,0.491440378,870,1452,620,446,0.256788666,0.131641086,166,0.048996458,1173,9,0.007672634,93884,568,706,0.219389726,0.272692159,1173,335,0.285592498,2.87,0,1,0,0.00,0.00
209,14000US08035013911,8035013911,0.051570681,141653,1412,0.259702042,14000US08035013911,36.03318787,7640,3942,3698,0.515968586,0.484031414,2505,3743,599,793,0.327879581,0.103795812,394,0.051570681,2227,14,0.006286484,141653,1412,1393,0.259702042,0.256207467,2227,118,0.05298608,3.43,0,0,0,0.00,0.00
210,14000US08035014009,8035014009,0.140841584,105474,973,0.327940681,14000US08035014009,3.667785883,4040,2060,1980,0.50990099,0.49009901,1231,2120,503,186,0.30470297,0.046039604,569,0.140841584,1246,11,0.00882825,105474,973,561,0.327940681,0.189079879,1246,75,0.060192616,3.24,0,1,0,0.00,0.00
211,14000US08035014012,8035014012,0.112197448,112708,1254,0.208825978,14000US08035014012,48.78992081,8387,4396,3991,0.524144509,0.475855491,2659,4095,784,849,0.317038274,0.101228091,941,0.112197448,2691,0,0,112708,1254,1398,0.208825978,0.232805995,2691,555,0.206243032,3.09,0,0,0,0.00,0.00
212,14000US08035014013,8035014013,0.056745328,144756,1332,0.2654444,14000US08035014013,41.33354187,7331,3607,3724,0.492020188,0.507979812,2606,3277,845,603,0.355476743,0.082253444,416,0.056745328,2297,0,0,144756,1332,1232,0.2654444,0.245516142,2297,168,0.073138877,3.19,0,0,0,0.00,0.00
213,14000US08035014125,8035014125,0.092525937,126480,826,0.214768591,14000US08035014125,17.29006577,4723,2315,2408,0.490154563,0.509845437,1003,2309,781,630,0.212365022,0.133389795,437,0.092525937,2045,28,0.013691932,126480,826,924,0.214768591,0.24024961,2045,885,0.432762836,2.31,7,12,9,-22.22,33.33
214,14000US08035014137,8035014137,0.16948811,160599,1766,0.261513401,14000US08035014137,11.50756264,9924,4911,5013,0.494860943,0.505139057,3574,5092,777,481,0.360137042,0.04846836,1682,0.16948811,2967,41,0.013818672,160599,1766,1484,0.261513401,0.219754183,2967,300,0.101112235,3.34,0,1,0,0.00,0.00
215,14000US08035014131,8035014131,0.092726499,85115,866,0.208674699,14000US08035014131,14.41265965,4702,2370,2332,0.504040834,0.495959166,701,1955,485,1561,0.149085496,0.331986389,436,0.092726499,2434,289,0.118734593,85115,866,1791,0.208674699,0.431566265,2434,1484,0.609695974,1.93,14,18,15,-6.67,20.00
216,14000US08035014135,8035014135,0.076213592,179000,861,0.299062174,14000US08035014135,67.27111053,4120,2109,2011,0.511893204,0.488106796,1377,1787,636,320,0.334223301,0.077669903,314,0.076213592,1272,23,0.018081761,179000,861,746,0.299062174,0.259117749,1272,39,0.030660377,3.24,0,1,0,0.00,0.00
217,14000US08035014204,8035014204,0.083134684,117083,502,0.195406773,14000US08035014204,28.58738708,3356,1593,1763,0.474672229,0.525327771,878,1822,350,306,0.261620977,0.091179976,279,0.083134684,1186,0,0,117083,502,462,0.195406773,0.179836512,1186,49,0.041315346,2.83,0,0,0,0.00,0.00
218,14000US08035014406,8035014406,0.115692016,114265,2493,0.2742876,14000US08035014406,37.33355713,12637,6107,6530,0.483263433,0.516736567,4012,6210,1197,1218,0.317480415,0.096383635,1462,0.115692016,4310,155,0.035962877,114265,2493,2003,0.2742876,0.220376279,4310,646,0.149883991,2.93,0,0,0,0.00,0.00
219,14000US08035014203,8035014203,0.06379073,135463,1042,0.205360662,14000US08035014203,18.79169846,6537,3470,3067,0.530824537,0.469175463,1531,3137,965,904,0.234205293,0.138289735,417,0.06379073,2290,0,0,135463,1042,1324,0.205360662,0.260938116,2290,51,0.022270742,2.85,0,0,0,0.00,0.00
220,14000US08035014136,8035014136,0.146268015,102313,1726,0.256083086,14000US08035014136,3.34142828,9298,4771,4527,0.513121101,0.486878899,2939,5042,756,561,0.316089482,0.060335556,1360,0.146268015,3018,117,0.038767396,102313,1726,1365,0.256083086,0.202522255,3018,748,0.247846256,3.08,2,4,3,-33.33,33.33
221,14000US08035014128,8035014128,0.10941578,108255,1011,0.259964001,14000US08035014128,2.069526434,4981,2388,2593,0.479421803,0.520578197,1285,2645,576,475,0.257980325,0.095362377,545,0.10941578,1852,0,0,108255,1011,690,0.259964001,0.177423502,1852,306,0.165226782,2.69,1,1,1,0.00,0.00
222,14000US08035014404,8035014404,0.07057921,126767,516,0.22270177,14000US08035014404,238.2891693,2607,1277,1330,0.489835059,0.510164941,358,981,629,639,0.137322593,0.245109321,184,0.07057921,1077,24,0.022284123,126767,516,825,0.22270177,0.356063876,1077,45,0.04178273,2.42,0,0,0,0.00,0.00
223,14000US08035014403,8035014403,0.050697757,122969,1259,0.271804836,14000US08035014403,160.1194458,5661,2673,2988,0.47217806,0.52782194,1136,2312,1097,1116,0.200671259,0.197138315,287,0.050697757,2177,42,0.019292605,122969,1259,1394,0.271804836,0.300949914,2177,402,0.184657786,2.6,0,0,0,0.00,0.00
224,14000US08035014603,8035014603,0.061894737,96379,1284,0.257572718,14000US08035014603,6.568915844,7125,3686,3439,0.517333333,0.482666667,2379,3815,569,362,0.333894737,0.050807018,441,0.061894737,2201,0,0,96379,1284,728,0.257572718,0.146038114,2201,296,0.134484325,3.24,0,0,0,0.00,0.00
225,14000US08035014505,8035014505,0.069643513,95819,1165,0.255426442,14000US08035014505,14.69008064,5442,2628,2814,0.482910695,0.517089305,1153,2498,856,935,0.211870636,0.171811834,379,0.069643513,2141,15,0.007006072,95819,1165,1202,0.255426442,0.263538698,2141,612,0.285847735,2.49,0,0,0,0.00,0.00
226,14000US08035014405,8035014405,0.092676604,131944,1288,0.234565653,14000US08035014405,9.211297989,7715,4043,3672,0.52404407,0.47595593,2492,4024,604,595,0.323007129,0.077122489,715,0.092676604,2414,0,0,131944,1288,1113,0.234565653,0.20269532,2414,213,0.088235294,3.2,0,0,0,0.00,0.00
227,14000US08005081100,8005081100,0.601605136,41673,1413,0.293457944,14000US08005081100,2.436611414,6230,2887,3343,0.463402889,0.536597111,1603,3582,543,502,0.257303371,0.080577849,3748,0.601605136,2494,300,0.120288693,41673,1413,888,0.293457944,0.184423676,2494,1867,0.748596632,2.5,49,56,50,-2.00,12.00
228,14000US08005082000,8005082000,0.547092744,46278,705,0.221350078,14000US08005082000,3.257182837,4162,2067,2095,0.496636233,0.503363767,1074,2561,336,191,0.258049015,0.045891398,2277,0.547092744,1738,52,0.029919448,46278,705,771,0.221350078,0.242072214,1738,1434,0.825086306,2.39,10,16,12,-16.67,33.33
229,14000US08005082200,8005082200,0.496095544,54602,1630,0.315952704,14000US08005082200,1.953087926,6531,3685,2846,0.564232124,0.435767876,1682,3718,728,403,0.257540959,0.061705711,3240,0.496095544,2123,123,0.057936882,54602,1630,1247,0.315952704,0.24171351,2123,747,0.351860575,3.08,12,14,12,0.00,16.67
230,14000US08005081400,8005081400,0.301699717,69559,761,0.217056475,14000US08005081400,2.651124954,4236,2102,2134,0.496222852,0.503777148,868,1901,457,1010,0.204910293,0.238432483,1278,0.301699717,1586,206,0.129886507,69559,761,1317,0.217056475,0.375641757,1586,411,0.259142497,2.59,19,26,21,-9.52,23.81
231,14000US08005084100,8005084100,0.345554336,72538,953,0.266275496,14000US08005084100,1.539697051,4555,2244,2311,0.492645445,0.507354555,1190,2652,476,237,0.261251372,0.052030735,1574,0.345554336,1533,33,0.021526419,72538,953,645,0.266275496,0.180217938,1533,447,0.291585127,2.97,8,10,8,0.00,25.00
232,14000US08005084200,8005084200,0.290356671,73846,742,0.255333792,14000US08005084200,1.481204152,3785,1783,2002,0.471070013,0.528929987,960,2281,362,182,0.253632761,0.048084544,1099,0.290356671,1274,13,0.010204082,73846,742,551,0.255333792,0.189607708,1274,295,0.23155416,2.97,6,9,7,-14.29,28.57
233,14000US08005084300,8005084300,0.282713596,77368,845,0.300925926,14000US08005084300,1.19159174,3523,1783,1740,0.506102753,0.493897247,809,1899,481,334,0.229633835,0.094805563,996,0.282713596,1180,31,0.026271186,77368,845,519,0.300925926,0.18482906,1180,256,0.216949153,2.98,3,3,3,0.00,0.00
234,14000US08005084400,8005084400,0.354700855,82686,326,0.146253926,14000US08005084400,1.059387803,2808,1378,1430,0.490740741,0.509259259,684,1564,373,187,0.243589744,0.066595442,996,0.354700855,999,25,0.025025025,82686,326,414,0.146253926,0.185733513,999,183,0.183183183,2.81,1,1,1,0.00,0.00
235,14000US08005085700,8005085700,0.224037601,69595,719,0.200950252,14000US08005085700,1.704393148,4468,2423,2045,0.542300806,0.457699194,955,2678,509,326,0.213742167,0.072963295,1001,0.224037601,1674,49,0.029271207,69595,719,718,0.200950252,0.200670766,1674,524,0.3130227,2.67,2,3,2,0.00,50.00
236,14000US08005005632,8005005632,0.065275708,119033,743,0.274879763,14000US08005005632,2.207605124,3355,1597,1758,0.476005961,0.523994039,768,1454,578,555,0.228912072,0.165424739,219,0.065275708,1257,4,0.00318218,119033,743,736,0.274879763,0.272290048,1257,194,0.15433572,2.67,4,9,6,-33.33,50.00
237,14000US08005081500,8005081500,0.065748709,36471,350,0.120481928,14000US08005081500,1.807273149,2905,953,1952,0.328055077,0.671944923,0,121,393,2391,0,0.823063683,191,0.065748709,2136,133,0.062265918,36471,350,2216,0.120481928,0.762822719,2136,481,0.225187266,1.36,5,6,5,0.00,20.00
238,14000US08019014800,8019014800,0.109778044,57266,408,0.291428571,14000US08019014800,15.11871719,1667,741,926,0.444511098,0.555488902,306,751,276,334,0.183563287,0.200359928,183,0.109778044,843,95,0.112692764,57266,408,437,0.291428571,0.312142857,843,319,0.378410439,1.98,0,0,0,0.00,0.00
239,14000US08019014700,8019014700,0.043019163,82978,1179,0.26560036,14000US08019014700,485.3121033,5114,2587,2527,0.50586625,0.49413375,820,2138,1212,944,0.160344153,0.184591318,220,0.043019163,2429,0,0,82978,1179,1303,0.26560036,0.29353458,2429,340,0.139975298,2.09,0,0,0,0.00,0.00
240,14000US08019014900,8019014900,0.036951501,58357,561,0.243383948,14000US08019014900,525.6651001,2598,1488,1110,0.572748268,0.427251732,346,1368,393,491,0.133179369,0.188991532,96,0.036951501,1368,21,0.015350877,58357,561,644,0.243383948,0.279392625,1368,433,0.316520468,1.83,0,0,0,0.00,0.00
241,14000US08005084800,8005084800,0.183094472,91667,711,0.265496639,14000US08005084800,1.50759995,3419,1776,1643,0.519450132,0.480549868,899,1914,401,205,0.262942381,0.059959052,626,0.183094472,1192,0,0,91667,711,614,0.265496639,0.229275579,1192,176,0.147651007,2.87,0,0,0,0.00,0.00
242,14000US08005085800,8005085800,0.20466174,82589,331,0.238300936,14000US08005085800,1.489192963,1759,902,857,0.512791359,0.487208641,414,805,304,236,0.235361001,0.13416714,360,0.20466174,631,0,0,82589,331,301,0.238300936,0.216702664,631,105,0.166402536,2.79,1,2,1,0.00,100.00
243,14000US08123002103,8123002103,0.054205607,99122,1650,0.211565585,14000US08123002103,215.6869049,10165,5293,4872,0.520708313,0.479291687,2712,4189,1877,1387,0.266797836,0.136448598,551,0.054205607,3480,18,0.005172414,99122,1650,2167,0.211565585,0.277856135,3480,200,0.057471264,2.92,0,0,0,0.00,0.00
244,14000US08005006856,8005006856,0.309922822,77075,2312,0.323764179,14000US08005006856,18.85042572,9070,5086,3984,0.560749724,0.439250276,2108,6126,515,321,0.232414553,0.0353914,2811,0.309922822,3414,68,0.019917985,77075,2312,1302,0.323764179,0.182327405,3414,2178,0.637961336,2.27,24,15,19,26.32,-21.05
245,14000US08005086300,8005086300,0.327350427,86293,856,0.230417227,14000US08005086300,5.01869154,4680,2539,2141,0.542521368,0.457478632,1062,2957,339,322,0.226923077,0.068803419,1532,0.327350427,1892,4,0.002114165,86293,856,681,0.230417227,0.183310902,1892,1046,0.552854123,2.46,1,1,1,0.00,0.00
246,14000US08005085200,8005085200,0.15704698,143125,688,0.298352125,14000US08005085200,3.603410721,2980,1453,1527,0.487583893,0.512416107,805,1408,426,341,0.270134228,0.11442953,468,0.15704698,943,4,0.004241782,143125,688,528,0.298352125,0.22896791,943,41,0.043478261,3.14,1,2,1,0.00,100.00
247,14000US08005085300,8005085300,0.188609467,104500,434,0.202142524,14000US08005085300,1.845868707,2704,1274,1430,0.471153846,0.528846154,627,1466,331,280,0.231878698,0.103550296,510,0.188609467,1010,11,0.010891089,104500,434,504,0.202142524,0.234746157,1010,342,0.338613861,2.68,1,2,1,0.00,100.00
248,14000US08005086600,8005086600,0.131796284,85487,991,0.193630324,14000US08005086600,7.335170269,5812,2785,3027,0.479181005,0.520818995,775,2083,912,2042,0.133344804,0.351342051,766,0.131796284,2470,27,0.010931174,85487,991,2216,0.193630324,0.432981633,2470,644,0.260728745,2.35,0,1,0,0.00,0.00
249,14000US08005083600,8005083600,0.294624217,59386,649,0.209017713,14000US08005083600,5.263372898,3832,1702,2130,0.444154489,0.555845511,823,2212,379,418,0.214770355,0.10908142,1129,0.294624217,1623,10,0.006161429,59386,649,595,0.209017713,0.191626409,1623,804,0.495378928,2.36,22,29,24,-8.33,20.83
250,14000US08005083100,8005083100,0.454666273,91386,942,0.179053412,14000US08005083100,2.627152205,6772,2879,3893,0.4251329,0.5748671,1657,3650,904,561,0.244683993,0.08284111,3079,0.454666273,2537,77,0.030350808,91386,942,920,0.179053412,0.174871697,2537,559,0.220338983,2.67,4,5,4,0.00,25.00
251,14000US08005086000,8005086000,0.271856287,99764,1245,0.207430856,14000US08005086000,3.367336988,8350,4011,4339,0.480359281,0.519640719,2729,4788,557,276,0.326826347,0.033053892,2270,0.271856287,2443,22,0.009005321,99764,1245,900,0.207430856,0.149950017,2443,596,0.243962341,3.42,1,1,1,0.00,0.00
252,14000US08005085000,8005085000,0.277013752,93194,344,0.213135068,14000US08005085000,3.341451883,2036,993,1043,0.487721022,0.512278978,455,992,398,191,0.223477407,0.093811395,564,0.277013752,782,8,0.010230179,93194,344,339,0.213135068,0.210037175,782,344,0.439897698,2.6,9,8,7,28.57,14.29
253,14000US08005087000,8005087000,0.47458263,53073,1049,0.249464923,14000US08005087000,0.963532746,5331,2537,2794,0.475895704,0.524104296,1126,3702,310,193,0.211217408,0.036203339,2530,0.47458263,2104,169,0.080323194,53073,1049,551,0.249464923,0.131034483,2104,1681,0.798954373,2.53,7,7,7,0.00,0.00
254,14000US08005085500,8005085500,0.150875939,115302,1130,0.260608856,14000US08005085500,2.176592112,5594,2879,2715,0.514658563,0.485341437,1395,2571,965,663,0.24937433,0.118519843,844,0.150875939,1803,10,0.005546312,115302,1130,1054,0.260608856,0.243081181,1803,159,0.088186356,3.1,5,6,5,0.00,20.00
255,14000US08005085600,8005085600,0.213274336,133333,656,0.25980198,14000US08005085600,1.28071332,3390,1708,1682,0.503834808,0.496165192,1025,1498,581,286,0.302359882,0.084365782,723,0.213274336,1000,5,0.005,133333,656,583,0.25980198,0.230891089,1000,27,0.027,3.39,2,2,2,0.00,0.00
256,14000US08005085100,8005085100,0.314680233,160964,1240,0.248945995,14000US08005085100,3.736634493,6880,3344,3536,0.486046512,0.513953488,2167,3508,652,553,0.31497093,0.080377907,2165,0.314680233,1993,0,0,160964,1240,1124,0.248945995,0.225657498,1993,155,0.077772203,3.45,5,6,5,0.00,20.00
257,14000US08005086100,8005086100,0.269070446,98641,753,0.218450827,14000US08005086100,1.890206575,4798,2446,2352,0.509795748,0.490204252,1529,2432,577,260,0.318674448,0.054189246,1291,0.269070446,1565,21,0.01341853,98641,753,776,0.218450827,0.225123296,1565,168,0.107348243,3.07,2,3,2,0.00,50.00
